child	father	mother	population	rDNA45S.cn.child	rDNA45S.cn.father	rDNA45S.cn.mother	rDNA45S.cn_single.child	rDNA45S.cn_single.father	rDNA45S.cn_single.mother	rDNA45S.18S.flat.child	rDNA45S.18S.flat.father	rDNA45S.18S.flat.mother	rDNA5S.cn.child	rDNA5S.cn.father	rDNA5S.cn.mother	HSat1A.mass_Mb.child	HSat1A.mass_Mb.father	HSat1A.mass_Mb.mother	HSat1B.mass_Mb.child	HSat1B.mass_Mb.father	HSat1B.mass_Mb.mother	HSat2.mass_Mb.child	HSat2.mass_Mb.father	HSat2.mass_Mb.mother	HSat3.mass_Mb.child	HSat3.mass_Mb.father	HSat3.mass_Mb.mother	bSat.mass_Mb.child	bSat.mass_Mb.father	bSat.mass_Mb.mother	aSatHOR.mass_Mb.child	aSatHOR.mass_Mb.father	aSatHOR.mass_Mb.mother	ACRO.mass_Mb.child	ACRO.mass_Mb.father	ACRO.mass_Mb.mother	SST1.mass_Mb.child	SST1.mass_Mb.father	SST1.mass_Mb.mother	CER.mass_Mb.child	CER.mass_Mb.father	CER.mass_Mb.mother	SATR.mass_Mb.child	SATR.mass_Mb.father	SATR.mass_Mb.mother	TEL.mass_Mb.child	TEL.mass_Mb.father	TEL.mass_Mb.mother	truth.auto.child	truth.auto.father	truth.auto.mother	DJ.cn.child	DJ.cn.father	DJ.cn.mother	chrM.copies.child	chrM.copies.father	chrM.copies.mother	chrEBV.copies.child	chrEBV.copies.father	chrEBV.copies.mother	depth.child	depth.father	depth.mother	ctrl_dup_frac.child	ctrl_dup_frac.father	ctrl_dup_frac.mother	gc_rel_65.child	gc_rel_65.father	gc_rel_65.mother	insert_median.child	insert_median.father	insert_median.mother
HG01763	HG01761	HG01762	IBS	446.0	384.73	485.9	446.945	384.666	491.242	524.65	436.92	541.88	244.07	197.73	139.2	16.7879	17.9819	18.0472	1.2871	6.4336	1.1425	72.4115	43.3678	74.047	55.5094	61.7302	55.7867	10.2089	11.75	11.7674	146.1747	144.4757	145.0017	2.884	2.9258	3.4394	0.6687	0.5985	0.5648	0.8666	0.8368	0.8835	0.2604	0.2579	0.2464	0.4482	0.2317	0.2108	2.02	1.9996	2.0024	9.59	10.29	9.59	657.7064	802.7565	652.167	130.1301	83.541	111.2298	38.265	36.958	37.265	0.0776	0.1033	0.1085	1.2428	1.2258	1.2146	440.0	435.0	438.0
HG01772	HG01771	HG01770	IBS	350.86	412.03	234.76	344.409	411.406	232.403	414.94	428.9	269.65	177.5	120.99	165.17	14.3968	18.2049	16.7197	1.7391	11.3391	2.1303	52.3414	49.9418	51.2773	64.6255	77.4056	64.5443	11.8741	11.8866	9.349	137.8432	142.103	137.0182	3.3021	2.9129	3.2316	0.6958	0.6028	0.7233	1.0739	0.9892	0.9247	0.2686	0.2675	0.234	0.4268	0.285	0.4825	1.9975	1.9941	1.997	11.27	10.82	10.27	848.5081	629.2828	757.2439	180.41	141.2231	93.3372	40.315	40.582	36.899	0.0734	0.1319	0.1076	1.2947	1.131	1.2566	444.0	440.0	444.0
HG01774	HG01775	HG01773	IBS	525.53	350.09	535.61	517.673	346.228	544.695	615.87	384.44	569.59	141.06	127.8	112.42	13.574	17.3979	12.0129	10.3003	10.8758	1.8983	51.1561	52.107	48.7471	62.6619	57.1552	51.2044	11.96	10.8755	13.6714	133.1905	135.4962	137.4938	3.3547	3.4756	3.7198	0.6657	0.7953	0.601	0.8287	0.8191	1.0073	0.2502	0.2584	0.2693	0.3802	0.2435	0.3368	2.0023	1.996	2.0014	9.81	9.66	10.15	607.5071	695.204	636.0979	389.0907	73.0279	116.8545	38.805	40.088	37.337	0.0819	0.1097	0.1145	1.257	1.1695	1.1628	434.0	435.0	426.0
HG01778	HG01777	HG01776	IBS	430.03	358.13	466.92	427.963	358.5	470.414	476.18	396.83	517.6	246.21	238.88	244.69	20.4754	20.5504	20.4202	11.1742	11.2634	2.0921	56.708	53.8991	55.7574	72.1991	70.3372	66.1754	11.1301	9.3602	10.9345	136.9808	140.2155	138.8493	3.3146	2.4088	2.7403	0.4598	0.7194	0.4769	0.8727	0.9094	0.8403	0.2517	0.2496	0.2248	0.6305	0.1402	0.2691	2.0067	2.0074	2.0034	9.62	9.77	9.77	802.8425	841.3256	748.111	225.3508	407.2228	404.8205	37.53	37.241	34.196	0.0893	0.1059	0.0975	1.1959	1.2282	1.2433	443.0	439.0	442.0
HG01780	HG01781	HG01779	IBS	425.16	532.58	422.9	412.184	526.615	416.038	477.33	564.72	502.2	186.13	181.12	180.48	19.7394	23.688	14.7196	10.8959	11.0225	1.9279	42.7764	40.4116	44.5085	78.959	60.2231	51.126	10.4099	10.1722	8.9063	145.863	141.2757	136.1201	1.9779	1.8259	3.0356	0.5117	0.4655	0.5203	0.9901	0.8995	0.9524	0.2588	0.2591	0.246	0.2195	0.2555	0.3047	2.0064	1.9907	2.0015	9.96	9.86	9.69	772.0425	613.6314	728.4819	1107.5357	319.1051	463.64	40.656	44.201	39.187	0.1199	0.1345	0.0852	1.1916	1.1159	1.2757	441.0	433.0	439.0
HG01782	HG01783	HG01784	IBS	342.11	331.92	406.98	335.151	331.116	400.477	415.79	375.6	473.93	147.05	192.12	155.7	21.5152	18.5114	20.9205	2.4893	15.185	2.1306	46.8389	53.5072	43.5539	65.8056	92.9349	53.0361	11.4369	10.3508	11.4398	145.3002	142.1269	145.444	3.3789	3.7207	3.1273	0.8473	0.7829	0.7553	0.8075	0.8376	0.8623	0.257	0.2316	0.2635	0.3773	0.1709	0.4256	1.9895	2.0105	1.9969	9.73	9.71	9.6	639.9517	724.649	553.6587	224.5622	407.1237	121.5927	38.147	36.793	35.978	0.0812	0.1045	0.074	1.2813	1.2306	1.2596	445.0	441.0	446.0
HG01881	HG01879	HG01880	ACB	626.05	556.99	425.52	613.087	557.17	424.767	741.3	619.31	491.21	246.55	219.16	215.05	18.121	19.8958	17.2093	1.6155	10.1967	2.1099	42.7108	48.6749	36.0271	58.8295	73.3704	58.1802	11.2058	13.0737	10.5283	144.9331	136.8694	148.0635	3.1718	3.2231	2.9843	0.5534	0.7561	0.5278	0.7979	0.8503	0.8653	0.2438	0.2378	0.2378	0.3128	0.3969	0.8373	2.0074	2.0104	1.9929	9.55	9.51	9.58	628.1091	741.9959	941.728	13.627	12.8834	10.5535	38.1	37.855	34.563	0.0854	0.1204	0.1092	1.256	1.2533	1.2835	444.0	445.0	430.0
HG01884	HG01885	HG01956	ACB	545.54	759.77	457.13	531.002	755.169	452.682	668.82	876.08	517.0	204.46	129.09	161.49	24.2083	29.4414	21.0686	1.7796	10.7251	1.2665	52.8175	51.0566	51.4338	70.2823	71.6067	66.9369	13.7784	12.532	11.1584	153.2307	139.5052	134.4779	3.0482	2.9138	3.6571	0.6717	0.6749	0.6799	0.8717	0.949	0.8166	0.2873	0.2549	0.2558	0.282	0.2964	0.4888	2.0012	1.9955	1.9959	9.74	9.74	9.58	624.6422	588.299	736.4212	9.9841	9.178	27.0605	38.462	37.742	37.827	0.0798	0.1101	0.1169	1.3171	1.243	1.2125	443.0	415.0	412.0
HG01887	HG02014	HG01886	ACB	821.05	861.87	489.27	808.383	848.364	486.355	960.38	962.89	543.08	195.76	150.03	206.62	19.3528	25.334	20.6687	10.1988	10.6462	1.431	45.6606	39.5965	49.9295	78.573	76.602	62.6633	8.8292	9.5077	11.6271	145.8727	139.2087	154.9959	2.3911	2.6854	1.9776	0.9927	0.9155	0.7741	0.868	0.8711	0.8753	0.2205	0.2327	0.2218	0.4395	0.3888	0.2754	1.9879	2.005	2.0029	9.59	9.72	9.71	531.552	694.1494	815.5429	17.9005	72.2722	47.5829	39.969	35.363	37.761	0.0896	0.0961	0.0895	1.2375	1.1871	1.144	441.0	417.0	421.0
HG01888	HG01882	HG01883	ACB	591.99	623.06	486.64	585.077	615.842	488.533	653.98	682.91	555.5	161.51	113.66	173.21	17.5619	16.0042	18.947	8.6581	10.1177	0.8502	46.676	44.242	54.373	71.3035	82.7165	57.0165	12.1611	12.6135	10.587	139.4174	130.9764	130.351	3.7798	3.1645	3.3822	0.634	0.5775	0.6785	0.8627	0.8433	0.8185	0.2755	0.2758	0.2407	0.4408	0.4291	0.4676	2.0015	1.9861	1.9941	9.67	9.7	8.66	724.2627	599.4795	573.6872	92.5936	45.493	12.3014	39.277	37.482	37.735	0.076	0.1043	0.1121	1.2172	1.1993	1.2462	451.0	422.0	411.0
HG01891	HG01890	HG01889	ACB	379.64	418.69	422.41	375.22	411.245	418.214	415.85	488.31	483.55	214.39	197.34	184.62	22.2177	20.7047	19.8891	1.1944	7.2543	0.8517	45.0938	35.1989	44.5019	71.6543	90.4875	52.4407	11.2612	10.7968	11.2841	137.9052	140.7113	133.4374	3.5569	3.8061	2.7038	0.7189	0.563	0.6868	0.8024	0.8508	0.8063	0.2318	0.238	0.2245	0.8004	0.5907	0.3053	1.9938	1.9902	1.9991	8.61	9.32	8.59	616.2617	688.563	669.0084	51.5041	30.4231	48.7496	37.658	37.403	33.718	0.1004	0.1034	0.0914	1.1889	1.2631	1.2353	445.0	409.0	424.0
HG01895	HG01912	HG01894	ACB	612.16	448.3	712.75	599.954	442.711	709.992	709.44	512.93	827.93	307.57	196.7	261.31	22.2096	17.544	24.9345	10.0299	10.0716	1.6102	70.5502	56.7748	44.6781	74.0574	69.2914	60.179	10.1631	10.0078	12.1923	144.1875	128.7549	146.7692	3.2224	3.5875	2.8406	0.6764	0.542	0.8611	0.8965	0.8814	0.8845	0.2459	0.2263	0.2506	0.4704	0.5139	0.3112	2.0082	1.9938	1.9878	9.69	9.84	9.78	524.3796	747.9472	928.4928	39.0458	45.3148	24.7974	40.867	33.852	47.227	0.0892	0.093	0.0913	1.2534	1.2457	1.2542	449.0	421.0	423.0
HG01897	HG02013	HG01896	ACB	480.88	558.59	497.01	471.541	558.457	494.556	572.76	668.68	575.78	199.92	137.95	210.67	21.9715	17.8841	21.9874	11.7754	11.3535	1.5524	50.0678	58.974	50.9815	89.3168	90.3224	69.8664	8.8216	12.0562	11.8226	121.1333	124.9499	144.3656	2.6561	3.686	3.0563	0.5298	0.606	0.4835	0.7704	0.8503	0.8577	0.2387	0.2529	0.2486	0.5739	0.2803	1.068	2.0028	1.9894	1.9822	9.67	9.75	9.7	954.7259	871.6813	1047.5335	28.0398	10.5338	22.8566	39.547	39.007	36.544	0.0798	0.111	0.1008	1.2787	1.319	1.2793	434.0	418.0	437.0
HG01898	HG01892	HG01893	PEL	442.25	398.49	547.55	433.775	394.626	541.425	505.95	460.13	614.35	118.01	105.76	181.02	13.1602	19.8104	11.3959	0.8397	10.8039	1.0052	49.502	42.4243	52.7106	59.5948	75.3999	67.7085	12.3657	13.1944	11.5695	146.6809	152.8834	141.906	3.1086	2.6127	3.7688	0.6053	0.6556	0.6199	0.8607	0.929	0.8255	0.2647	0.2557	0.2618	0.3598	0.3235	0.33	1.9947	1.9981	1.997	9.73	10.04	9.4	790.2915	715.9541	845.5132	14.9521	9.1324	17.3317	38.126	36.761	33.981	0.0842	0.1043	0.0872	1.2328	1.2468	1.1955	439.0	413.0	418.0
HG01916	HG01914	HG01915	ACB	522.29	714.26	620.24	516.264	704.698	615.157	561.14	798.52	684.42	186.1	182.05	178.71	14.2426	16.4446	24.2287	1.3923	9.4522	1.0937	46.9518	59.1089	42.7589	50.0088	76.1946	62.0033	11.5797	10.1072	10.8855	134.6932	138.0013	134.1419	3.1237	3.1129	2.8357	0.8229	0.7513	0.7583	0.8479	0.9481	0.8178	0.2496	0.2475	0.2127	0.9036	0.8809	0.8203	2.0041	1.9895	1.9963	9.59	9.58	9.57	890.0586	1007.3533	753.6354	27.3554	34.0658	12.4534	36.297	34.318	34.296	0.1636	0.0938	0.0997	1.1202	1.1991	1.2049	445.0	414.0	419.0
HG01919	HG01917	HG01918	PEL	460.29	391.2	531.12	444.077	390.964	525.228	539.94	443.72	601.51	198.51	131.35	183.44	19.0533	18.4093	18.731	1.6847	10.8333	1.7636	47.508	44.6306	47.4785	62.521	77.9249	54.2981	10.618	9.0516	11.6412	140.6686	141.0318	145.624	2.6347	2.2334	2.6152	0.6568	0.7438	0.7698	0.8798	0.7896	0.8981	0.2482	0.2419	0.2514	0.4901	0.678	0.862	1.997	1.9835	2.004	9.92	10.6	9.69	777.9896	841.5811	862.5118	24.6617	13.0052	24.8772	37.472	35.584	36.403	0.0765	0.1006	0.0967	1.2749	1.2575	1.2263	440.0	425.0	419.0
HG01922	HG01920	HG01921	PEL	511.94	380.42	517.24	504.466	374.97	507.041	564.2	421.76	592.25	125.34	189.74	160.2	11.4665	15.9469	16.7357	1.7541	9.306	1.1974	41.8567	42.189	42.2533	47.9096	72.9623	47.7744	11.6196	9.9845	10.2434	152.5347	144.8485	153.0313	2.7921	2.7261	3.058	0.6351	0.498	0.72	0.7975	0.8838	0.8768	0.2451	0.2305	0.2429	0.5433	0.2842	0.4302	1.9975	1.995	1.9908	9.45	10.88	9.55	999.3161	709.9824	718.0651	83.5983	29.9834	13.6884	38.75	35.66	35.505	0.0862	0.0975	0.1007	1.2236	1.2035	1.2068	457.0	415.0	421.0
HG01925	HG01923	HG01924	PEL	455.42	369.18	529.14	449.881	366.339	529.597	545.37	418.38	571.09	197.37	184.5	165.93	17.1831	19.6312	15.1476	1.2176	6.0496	1.1021	59.0137	64.7577	50.1142	60.3122	63.7977	63.6169	9.4278	12.8649	8.9776	133.9231	128.7501	150.6652	3.1647	3.2187	2.7146	0.612	0.6199	0.4841	0.7337	0.7942	0.7886	0.243	0.2401	0.2322	0.5301	0.5955	0.2224	1.9968	2.0022	2.0011	9.82	9.9	9.75	743.4216	967.1277	934.3495	29.0175	43.0267	97.4927	39.842	34.706	36.869	0.0874	0.0938	0.0854	1.277	1.225	1.1548	442.0	413.0	427.0
HG01928	HG01926	HG01927	PEL	385.5	406.01	371.76	376.966	401.79	368.004	458.9	468.68	442.52	223.55	166.85	231.92	19.0738	15.6092	20.7051	10.6839	9.974	1.575	59.0146	50.3782	50.4047	75.6781	70.5105	61.9101	12.1809	11.4358	10.0543	140.4604	140.3652	136.4339	3.139	2.7759	3.3047	0.5851	0.6198	0.6265	0.7885	0.7558	0.748	0.2454	0.2334	0.2212	0.3892	0.4096	0.3366	2.0047	1.9914	2.005	9.62	9.33	9.71	630.6426	571.5818	758.1653	48.0507	49.4202	11.7968	39.706	37.456	39.203	0.0698	0.1068	0.1091	1.2882	1.2323	1.2963	443.0	425.0	414.0
HG01934	HG01932	HG01933	PEL	550.99	458.07	613.1	538.78	450.15	606.359	656.58	527.04	701.21	173.33	187.69	172.36	18.7417	17.6553	19.7692	11.3331	11.4276	1.8498	38.7825	43.5389	47.4384	83.8596	83.7679	60.0282	9.0232	9.2103	10.3057	133.6489	144.5297	136.5722	2.7065	2.286	3.2401	0.5129	0.6037	0.5478	0.8798	0.8765	0.8403	0.2478	0.2594	0.2455	0.8969	0.266	0.6633	1.996	1.9952	2.0132	9.94	9.55	9.62	816.331	887.3539	758.9541	22.7229	20.9311	41.1428	40.787	37.436	37.357	0.0765	0.1058	0.1054	1.2869	1.2681	1.2487	448.0	408.0	397.0
HG01937	HG01935	HG01936	PEL	658.2	582.14	585.96	654.388	577.899	589.873	739.92	647.74	675.52	127.59	143.7	195.05	15.9675	16.8501	17.5867	17.4527	17.3262	1.6568	57.0472	61.3218	63.209	93.656	90.9468	69.515	10.3011	9.9712	11.3703	151.7632	146.3034	148.1487	2.9728	3.2685	2.3944	0.5156	0.6564	0.5663	0.8145	0.8248	0.8053	0.2555	0.2493	0.2265	0.5625	0.4974	0.5443	2.0116	1.9996	1.9967	9.73	9.7	9.7	743.4186	774.3736	795.0713	28.7457	51.784	35.6426	38.208	40.182	35.783	0.0784	0.1109	0.1015	1.2468	1.2162	1.2423	450.0	406.0	417.0
HG01940	HG01938	HG01939	PEL	371.75	405.07	352.76	364.86	400.77	349.987	449.36	459.01	410.38	137.13	189.95	103.34	16.2878	18.9495	20.1105	1.7822	10.0308	1.9631	44.1709	49.48	42.8345	54.1486	72.3193	53.4301	15.205	13.506	13.6759	136.8566	144.0522	147.9914	2.7557	2.7416	3.4575	0.5966	0.6028	0.6978	0.791	0.7605	0.8104	0.2325	0.2142	0.2454	0.7297	0.2205	0.4513	2.0042	2.0145	1.9881	9.79	8.68	9.72	881.295	640.4309	717.2925	64.2442	20.0533	33.2896	38.364	41.073	39.585	0.0786	0.1368	0.108	1.295	1.1847	1.2804	440.0	413.0	426.0
HG01943	HG01941	HG01942	PEL	460.1	505.82	460.7	448.828	498.873	448.722	547.08	588.35	542.82	139.32	121.3	153.01	20.2332	15.9222	22.1558	10.2686	10.818	1.3689	56.5221	37.1657	72.2861	72.8112	58.0054	79.1033	10.378	10.3378	12.7991	126.1845	141.1396	143.8569	3.5655	3.0639	3.5262	0.6157	0.6105	0.5082	0.9314	0.8187	1.0094	0.233	0.2357	0.2581	0.6565	0.3201	0.4224	1.9979	1.9991	2.0041	10.88	9.53	10.89	778.9361	789.124	562.2883	40.382	15.8749	40.2883	37.133	40.119	38.015	0.081	0.1098	0.0986	1.2851	1.2619	1.2859	443.0	421.0	420.0
HG01946	HG01944	HG01945	PEL	824.89	676.62	654.53	804.131	674.262	653.111	972.27	771.56	778.67	164.26	152.76	153.19	17.9934	18.8586	14.5491	12.2972	12.2998	1.3994	44.8991	45.6739	53.3541	79.501	67.2516	52.7681	10.3184	11.1427	9.1276	143.1654	150.281	132.072	2.8498	3.3614	2.3515	0.4583	0.5657	0.6001	0.8713	0.8796	0.8451	0.2459	0.2436	0.2256	0.4845	0.4247	0.4085	1.9977	2.0013	1.9959	9.91	9.77	9.76	599.0651	616.0949	804.995	26.268	26.503	30.4303	39.713	39.237	37.809	0.0775	0.1116	0.1056	1.2796	1.2221	1.2839	444.0	414.0	410.0
HG01949	HG01947	HG01948	PEL	534.91	581.31	462.32	525.002	574.012	461.295	616.97	654.44	531.74	261.36	248.84	207.0	22.0978	20.3751	21.8844	1.1621	11.5651	1.0476	63.0452	70.158	42.6143	60.2318	76.9941	64.234	11.3141	10.388	10.7832	151.2539	132.2476	138.0566	2.6192	2.8813	2.6564	0.7688	0.7322	0.6277	0.8778	0.8381	0.9301	0.2588	0.2404	0.2401	0.7882	0.2588	0.4486	1.9932	2.0	1.9971	9.63	9.81	9.92	783.2517	899.5011	713.4307	111.7814	27.67	27.5672	37.16	34.312	40.019	0.0797	0.0962	0.111	1.2646	1.1963	1.2542	442.0	418.0	411.0
HG01952	HG01950	HG01951	PEL	621.47	613.29	548.72	606.587	604.838	540.058	716.91	714.33	641.24	127.5	217.42	140.04	18.8749	21.2787	17.0865	10.2123	9.8501	1.341	40.5975	49.5641	43.6491	65.9515	73.9108	59.4297	10.1685	10.6096	10.8648	133.4038	131.7299	145.7561	3.2039	3.285	2.9112	0.7166	0.6601	0.6152	0.7843	0.8616	0.8706	0.2466	0.2496	0.2479	0.5566	0.2681	0.9605	2.0063	1.9956	1.9704	9.89	9.72	9.48	1028.5551	1021.4519	760.4563	134.9626	13.6434	29.5822	37.971	34.425	34.704	0.0707	0.0897	0.0931	1.2441	1.2456	1.2515	451.0	414.0	413.0
HG01955	HG01953	HG01954	PEL	639.04	473.27	602.65	624.178	467.108	598.801	746.31	537.11	690.57	184.44	137.54	194.79	15.0348	20.7931	18.7058	0.9545	8.952	1.5753	53.1895	42.236	62.1303	56.5479	55.9249	59.8688	11.6277	11.6229	9.9866	159.2124	156.7186	158.4125	2.6008	2.5899	2.6395	0.5134	0.5642	0.6945	0.9302	0.8611	0.8735	0.2444	0.2435	0.236	0.3945	0.3036	0.3527	1.9994	2.0091	2.0058	9.76	9.96	9.97	600.714	842.4878	757.2402	44.3068	84.1337	16.3707	39.68	38.458	35.087	0.0896	0.0872	0.1002	1.263	1.2164	1.2511	448.0	427.0	411.0
HG01959	HG01986	HG01958	ACB	435.88	434.49	345.65	434.992	430.319	343.445	520.37	498.4	400.09	244.24	174.49	445.74	20.2042	19.6355	23.2664	1.3296	10.7798	0.785	56.6092	58.4135	61.6357	49.347	76.8834	58.3714	11.5696	10.9963	13.1188	133.9342	145.1892	139.5889	3.2116	2.9091	3.4291	0.6541	0.5066	0.7127	0.7859	0.7675	0.8741	0.2367	0.2426	0.2406	0.4159	0.302	0.3515	1.9951	2.003	1.9916	10.44	10.59	9.56	691.9431	619.6416	578.7622	17.2898	8.0904	23.9746	37.755	33.516	37.498	0.0726	0.0911	0.1012	1.3133	1.2295	1.2552	452.0	418.0	418.0
HG01960	HG01988	HG01989	ACB	431.21	421.27	454.76	417.047	414.996	448.182	521.56	476.02	509.94	144.16	165.84	275.99	18.0754	18.2886	21.4332	1.357	13.3619	1.4326	47.3188	39.0134	60.1091	59.9561	93.3479	53.8117	10.4982	11.3264	11.288	138.5383	136.5124	139.9019	3.2708	3.1897	2.9762	0.5043	0.5654	0.5141	0.8773	0.8334	0.9132	0.265	0.2324	0.2648	0.3722	0.6376	0.3631	1.985	1.9953	1.9927	9.6	9.69	9.51	648.8471	663.6007	651.4503	43.4087	61.6242	14.772	40.139	35.007	34.882	0.0762	0.0944	0.0999	1.2981	1.2343	1.1978	441.0	415.0	422.0
HG01969	HG01967	HG01968	PEL	457.74	477.17	570.81	448.379	471.838	563.948	536.11	534.34	643.51	201.63	199.85	184.44	16.6844	15.3577	16.8504	1.207	3.9549	1.468	42.1165	49.5501	53.7147	61.0363	55.9477	59.7423	10.5721	8.6031	10.3094	149.725	135.8095	144.7307	3.0229	2.8123	2.8439	0.7761	0.8604	0.6989	0.9284	0.9035	0.8238	0.2391	0.2494	0.2299	0.6981	0.8083	0.4788	2.0037	1.9928	1.9922	9.99	10.41	9.73	795.5354	792.5519	770.3181	20.3464	30.7007	39.5971	38.994	34.506	38.508	0.078	0.0986	0.1126	1.2585	1.2071	1.1954	445.0	417.0	411.0
HG01972	HG01970	HG01971	PEL	657.93	649.45	452.64	644.916	640.297	444.987	770.27	723.38	514.25	248.61	174.22	198.48	16.4156	15.6405	14.5003	1.5835	11.5378	1.5965	64.2036	60.4955	55.3022	63.2626	83.1905	62.9437	10.4302	10.9181	13.6403	141.1755	146.2396	146.5383	2.6911	2.2566	3.2989	0.6768	0.6274	0.6912	0.8486	0.8813	0.8359	0.254	0.2638	0.253	0.5633	0.3696	0.5921	2.014	2.0012	1.9917	9.94	9.62	9.43	705.1376	754.6493	698.6095	24.8332	17.5857	33.5406	38.351	35.904	38.556	0.0735	0.1017	0.1104	1.249	1.2359	1.2513	442.0	413.0	411.0
HG01975	HG01974	HG01973	PEL	447.82	430.68	472.06	439.327	423.04	460.488	527.99	474.48	527.31	173.87	164.13	196.46	17.3116	14.5641	22.3007	1.3622	8.6767	1.5366	57.5352	47.7878	66.45	45.3414	68.2825	66.4283	9.3358	11.2847	9.9224	143.0028	145.7753	146.1113	3.0354	3.0923	4.1529	0.7693	0.7202	0.6789	0.7784	0.8451	0.8371	0.2373	0.2608	0.2428	0.4458	0.7031	0.6549	1.9938	2.0068	2.0146	9.94	9.34	9.45	632.0393	910.5479	907.6305	37.7378	89.2834	55.7743	39.456	34.133	33.309	0.0779	0.1006	0.0957	1.2854	1.171	1.2174	447.0	421.0	412.0
HG01978	HG01977	HG01976	PEL	574.2	512.6	424.48	566.751	504.446	420.486	657.2	586.86	474.29	183.0	166.93	147.57	15.1779	13.1911	16.6323	1.3544	10.0	1.1141	65.3174	50.51	55.2042	61.5724	70.3192	66.8939	10.9586	9.5701	10.1107	145.6482	129.8118	146.6568	3.5848	3.0026	3.1708	0.6671	0.7536	0.6018	0.8486	0.8387	0.8426	0.2634	0.2305	0.2544	0.9391	0.4866	0.6894	2.0092	1.9916	1.997	9.96	10.01	9.44	784.9836	754.8021	709.3899	53.5626	39.4641	59.7131	41.051	34.25	36.504	0.0963	0.094	0.0967	1.2182	1.2492	1.206	446.0	410.0	412.0
HG01981	HG01979	HG01980	PEL	639.91	463.74	419.53	628.676	460.493	413.755	735.19	526.07	476.55	179.5	169.65	159.74	17.9807	16.8893	17.7876	1.3665	6.0966	1.1729	68.4551	64.5203	48.1098	63.3439	69.0034	59.2447	11.4979	9.0792	9.6547	144.5018	138.5869	141.0872	3.2889	2.8915	2.8433	0.7215	0.68	0.6044	0.9097	0.8141	0.853	0.2586	0.245	0.2321	0.9301	0.6494	0.4112	1.9978	2.007	1.9831	9.21	9.7	9.95	825.903	707.4472	726.7643	28.79	18.7009	44.7349	37.435	39.26	33.007	0.0657	0.1054	0.0924	1.3458	1.2303	1.2444	440.0	419.0	413.0
HG01984	HG01982	HG01983	PEL	527.5	510.47	642.04	516.163	512.55	641.298	573.1	578.1	684.49	143.79	209.04	167.67	17.0968	13.9611	18.5124	12.1991	12.2734	1.3742	62.9259	53.327	68.6922	70.2373	64.7643	53.502	9.7105	10.6356	12.4403	141.4955	127.3746	153.2458	3.295	4.1166	2.9021	0.6252	0.6813	0.5968	0.7905	0.8857	0.7838	0.2378	0.234	0.2432	0.4486	0.3553	0.2908	2.0058	1.9954	2.0201	8.8	9.61	8.85	718.7018	781.6879	720.0325	50.3477	21.9631	50.3914	38.872	38.773	44.708	0.1685	0.1116	0.179	1.1121	1.2214	1.1053	448.0	404.0	446.0
HG01987	HG01990	HG02012	ACB	525.35	537.26	436.23	515.058	529.303	424.624	615.03	606.63	521.59	110.76	149.75	94.51	21.1877	25.1768	19.0389	10.1947	10.1383	1.3195	45.9128	51.741	37.7982	81.7222	86.4768	59.2869	9.6227	9.788	9.9031	139.6077	140.0468	145.2332	3.2677	3.7813	3.6367	0.5316	0.6353	0.5897	0.8226	0.8449	0.7955	0.2251	0.2115	0.2418	0.5117	0.48	0.3836	1.9931	1.9816	1.9909	9.67	9.52	9.79	669.747	682.9376	1161.9309	51.4491	19.3056	50.9649	38.907	34.788	44.069	0.0838	0.101	0.0767	1.272	1.2112	1.2906	444.0	421.0	428.0
HG01993	HG01991	HG01992	PEL	478.69	464.95	475.84	465.895	453.872	469.421	554.7	540.57	532.02	181.83	186.26	125.48	15.9659	17.3706	16.9438	1.4609	10.2389	1.6543	51.7029	40.9998	56.3371	54.1304	85.3677	53.7085	11.7572	12.6557	10.2645	155.9763	150.8655	154.8738	3.4958	3.0514	3.5147	0.7307	0.6817	0.7557	0.7713	0.7595	0.7984	0.2545	0.2471	0.2577	0.5365	0.6004	0.4629	2.0087	1.9962	2.0027	9.44	9.53	9.57	767.2638	832.048	812.3517	29.9764	51.3243	39.6693	37.433	34.075	33.72	0.0708	0.0933	0.0954	1.2761	1.2078	1.1916	460.0	414.0	417.0
HG01998	HG02008	HG01997	PEL	422.89	395.88	433.76	421.786	392.226	432.628	480.43	437.13	494.1	141.88	162.94	146.3	16.5616	16.486	13.3827	10.3861	10.1184	1.2113	46.5862	64.3726	55.3462	69.6719	79.2472	59.9326	10.7093	9.6047	11.8352	131.287	133.3289	158.5653	2.8628	2.5385	3.4988	0.5507	0.5793	0.6417	0.8134	0.7848	0.8916	0.2536	0.2366	0.2632	0.4638	0.7453	0.4764	1.9969	2.0061	1.9975	9.79	9.84	9.29	718.0732	721.4543	690.4958	19.296	18.5137	12.2291	39.967	33.376	33.527	0.0928	0.087	0.0963	1.2368	1.1788	1.225	459.0	423.0	424.0
